name,website,firm_type,hq_city,hq_country,sectors,stage_focus,description,bvca_member,profile_url,source
Herbert Smith Freehills Kramer LLP,,VC/PE,United Kingdom,UK,Law Firms,,Advising organisations across all major regions of the globe.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/herbert-smith-freehills-kramer-llp/,ukpc_directory
Hermes GPE LLP,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,Independent investor in global private markets.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hermes-gpe-llp/,ukpc_directory
HG Capital,,VC/PE,United Kingdom,UK,UK General Partner,,"Independent private equity partnership investing in TMT, services, industrials and renewables.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hg-capital/,ukpc_directory
HgCapital Trust plc,,VC/PE,United Kingdom,UK,Institutional Investor,,HGT is a private equity focused Investment Company and a member of the FTSE250,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hgcapital-trust-plc/,ukpc_directory
Hogan Lovells,,VC/PE,United Kingdom,UK,Law Firms,,"A global leader that delivers exceptional legal services in highly regulated sectors, achieving results for our clients and society.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hogan-lovells/,ukpc_directory
Hollyport Capital,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,Hollyport Capital is a secondary manager that specialises in acquiring tail-end private equity fund interests and investments from longstanding investors.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hollyport-capital/,ukpc_directory
Howden Insurance Brokers Ltd,,VC/PE,United Kingdom,UK,Professional Services,,Independent employee-owned insurance broker.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/howden-insurance-brokers-ltd/,ukpc_directory
HSBC Innovation Banking,,VC/PE,United Kingdom,UK,Financial Institution,,Providing financial solutions and business insights designed for growing companies.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hsbc-innovation-banking/,ukpc_directory
HSBC Strategic Innovation Investments,,CVC,United Kingdom,UK,Corporate Venture,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hsbc-strategic-innovation-investments/,ukpc_directory
HSBC UK Bank plc,,VC/PE,United Kingdom,UK,Financial Institution,,International bank connecting customers to opportunities.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hsbc-uk-bank-plc/,ukpc_directory
Huawei Technologies (LP),,VC/PE,China,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/huawei-technologies-lp/,ukpc_directory
Huawei Technologies Co. Ltd,,CVC,China,UK,Corporate Venture,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/huawei-technologies-co-ltd/,ukpc_directory
Hungarian Venture Capital and Private Equity Association,,VC/PE,Hungary,UK,Honorary,,Representative body of the Hungarian private equity and venture capital industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/hungarian-venture-capital-and-private-equity-association/,ukpc_directory
iCapital,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/icapital/,ukpc_directory
ICG (formerly Intermediate Capital Group) PLC,,VC/PE,United Kingdom,UK,UK General Partner,,"Specialist asset manager investing in private debt, credit and equity.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/icg-formerly-intermediate-capital-group-plc/,ukpc_directory
IGF Group Services Ltd,,VC/PE,United Kingdom,UK,Financial Institution,,Asset Based Lending provider of facilities between £1m & £15m,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/igf-group-services-ltd/,ukpc_directory
IH International Advisors Ltd,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ih-international-advisors-ltd/,ukpc_directory
IK Partners,,VC/PE,United Kingdom,UK,UK General Partner,,European private equity advisory group with Nordic roots.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ik-partners/,ukpc_directory
Imperial College Innovations Ltd,,VC/PE,United Kingdom,UK,Academic Institution,,"Imperial College London is founded on the principle that research, teaching and industrial practice interact and generate benefits for all.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/imperial-college-innovations-ltd/,ukpc_directory
Inbound Fintech Ltd,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/inbound-fintech-ltd/,ukpc_directory
Infra One UK Management Limited,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/infra-one-uk-management-limited/,ukpc_directory
Innovate UK,,VC/PE,United Kingdom,UK,Honorary,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/innovate-uk/,ukpc_directory
Inspirit Capital,,VC/PE,United Kingdom,UK,UK General Partner,,Inspirit is a London-based investment firm focused on acquiring and transforming small and medium-sized companies headquartered in the UK,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/inspirit-capital/,ukpc_directory
Inter TradeIreland,,VC/PE,United Kingdom,UK,Professional Services,,"Providing cross-border business funding, business intelligence and meaningful contacts to SMEs based in Ireland.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/inter-tradeireland/,ukpc_directory
Invest Europe,,VC/PE,Belgium,UK,Honorary,,"Representative body for Europe's private equity, venture capital, and infrastructure sectors, along with their investors.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/invest-europe/,ukpc_directory
Investec Bank plc,,VC/PE,United Kingdom,UK,Financial Institution,,Specialist bank and asset manager.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/investec-bank-plc/,ukpc_directory
IP Group,,PE,United Kingdom,UK,Direct Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ip-group/,ukpc_directory
IQ Capital Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Technology focused venture capital investor.A venture capital investor focused on UK 'deep-tech' businesses capable of dominating their respective markets on a global scale.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/iq-capital-partners-llp/,ukpc_directory
IQ-EQ,,VC/PE,Isle of Man,UK,Professional Services,,IQ-EQ is a leading investor services group that combines global expertise with an unwavering focus on client service delivery.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/iq-eq/,ukpc_directory
Ireland Strategic Investment Fund,,VC/PE,Ireland,UK,Institutional Investor,,Ireland's sovereign development fund with a mandate to invest on a commercial basis to support economic activity in Ireland,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ireland-strategic-investment-fund/,ukpc_directory
Irish Venture Capital Association,,VC/PE,Ireland,UK,Honorary,,Representing venture capital in the Republic of Ireland and Northern Ireland.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/irish-venture-capital-association/,ukpc_directory
Isomer Capital,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/isomer-capital/,ukpc_directory
IW Capital Limited,,VC/PE,United Kingdom,UK,First Time Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/iw-capital-limited/,ukpc_directory
J P Morgan Asset Management,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/j-p-morgan-asset-management/,ukpc_directory
Jamieson Corporate Finance LLP,,VC/PE,United Kingdom,UK,Professional Services,,Independent advisory firm focused on management driven private equity transactions and private company M&A.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/jamieson-corporate-finance-llp/,ukpc_directory
Jenson Funding Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,A Venture Capital fund manager investing in and supporting companies throughout their investment lifecycle,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/jenson-funding-partners-llp/,ukpc_directory
Jersey Finance Limited,,VC/PE,Jersey,UK,Professional Services,,Promoting and developing Jersey as an international finance centre.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/jersey-finance-limited/,ukpc_directory
Johnston Carmichael LLP,,VC/PE,United Kingdom,UK,Professional Services,,"Johnston Carmichael is proud to be a leading independent UK accountancy and business advisory firm. With over 1000 sharp minds across its offices nationwide, the business delivers specialist  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/johnston-carmichael-llp/,ukpc_directory
Join Odin Limited,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/join-odin-limited/,ukpc_directory
Jolt Capital,,VC/PE,France,UK,Overseas General Partner,,Jolt Capital is a private equity firm that specialises in growth capital B2B Deeptech Investing.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/jolt-capital/,ukpc_directory
JTC,,VC/PE,United Kingdom,UK,Professional Services,,"JTC is a publicly listed, global professional services business with deep expertise in fund, corporate and private client services. Every JTC person is an owner of the business and this  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/jtc/,ukpc_directory
Just Climate LLP,,VC/PE,United Kingdom,UK,Impact Investment Fund,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/just-climate-llp/,ukpc_directory
K&L Gates,,VC/PE,United Kingdom,UK,Law Firms,,K&L Gates is a major international law firm with offices across five continents and a global focus on private equity.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kl-gates/,ukpc_directory
Katten Muchin Rosenman UK LLP,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/katten-muchin-rosenman-uk-llp/,ukpc_directory
Kelp Global,,VC/PE,United Kingdom,UK,Professional Services,,"Empower Your Investment Decisions with Kelp's Comprehensive AI-Driven Platform Kelp is a leading full-service decision platform designed exclusively for alternative investment firms, including  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kelp-global/,ukpc_directory
Kester Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,UK mid-market private equity firm.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kester-capital-llp/,ukpc_directory
Key Capital Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,UK investor in the smaller buyout market.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/key-capital-partners-llp/,ukpc_directory
Kin Fund Services,,VC/PE,United Kingdom,UK,Professional Services,,"The VC industry's one stop shop; offering a broad range of fund services, with a particular passion for bespoke solutions.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kin-fund-services/,ukpc_directory
King & Spalding,,VC/PE,United Kingdom,UK,Law Firms,,"Celebrating more than 130 years of service, King &amp; Spalding is an international law firm that represents a broad array of clients, including half of the Fortune Global 100, with 1,300  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/king-spalding/,ukpc_directory
Kings Park Capital,,VC/PE,United Kingdom,UK,UK General Partner,,"An independent lower mid-market private equity investment firm, owned by its partners.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kings-park-capital/,ukpc_directory
Kirkland & Ellis International LLP,,VC/PE,United Kingdom,UK,Law Firms,,Providing global client and legal services to clients,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kirkland-ellis-international-llp/,ukpc_directory
KKR & Co.,,VC/PE,United Kingdom,UK,UK General Partner,,Global alternative asset manager.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kkr-co/,ukpc_directory
KPMG LLP,,VC/PE,United Kingdom,UK,Professional Services,,"Providing audit, tax and advisory services.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kpmg-llp/,ukpc_directory
Kroll Advisory Ltd,,VC/PE,United Kingdom,UK,Professional Services,,"Global financial services firm.Kroll is the world’s premier provider of services and digital products related to governance, risk and transparency.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/kroll-advisory-ltd/,ukpc_directory
Lakestar Advisors GmbH,,VC/PE,Switzerland,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lakestar-advisors-gmbh/,ukpc_directory
Langham Hall UK Services LLP,,VC/PE,United Kingdom,UK,Professional Services,,Independent specialist private equity fund administrator.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/langham-hall-uk-services-llp/,ukpc_directory
Lansdowne Partners (UK) LLP,,VC/PE,United Kingdom,UK,First Time Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lansdowne-partners-uk-llp/,ukpc_directory
Larchpoint Capital LLP,,VC/PE,United Kingdom,UK,Institutional Investor,,Deep roots and a long heritage in private equity.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/larchpoint-capital-llp/,ukpc_directory
Latham & Watkins,,VC/PE,United Kingdom,UK,Law Firms,,"Latham & Watkins' highly regarded private equity practice has comprehensive experience in every aspect of global private equity investment, including leveraged buyouts, cross border activities,  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/latham-watkins/,ukpc_directory
LDC,,VC/PE,United Kingdom,UK,UK General Partner,,UK private equity investor in all key sectors.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ldc/,ukpc_directory
Learn Pro Group,,VC/PE,United Kingdom,UK,Investee Company,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/learn-pro-group/,ukpc_directory
Lemonedge,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lemonedge/,ukpc_directory
Level 20,,VC/PE,United Kingdom,UK,Honorary,,Level 20 is a not for profit organisation dedicated to improving gender diversity in the European private equity industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/level-20/,ukpc_directory
"Levine Leichtman Capital Partners, Inc.",,VC/PE,United Kingdom,UK,UK General Partner,,An independent investment management firm based in Los Angeles.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/levine-leichtman-capital-partners-inc/,ukpc_directory
Lexington Partners,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,Independent manager of secondary private equity and co-investment funds.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lexington-partners/,ukpc_directory
LGPS Central Ltd,,VC/PE,United Kingdom,UK,Institutional Investor,,LGPS Central manages c£40bn of assets for nine local authority pension funds in the UK.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lgps-central-ltd/,ukpc_directory
LGT Capital Partners,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lgt-capital-partners/,ukpc_directory
LGT Private Debt (UK) Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,"Invests in pan-European equity, mezzanine and senior debt investments.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lgt-private-debt-uk-ltd/,ukpc_directory
LifeArc,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lifearc/,ukpc_directory
Lightrock,,VC/PE,United Kingdom,UK,Impact Investment Fund,,LGT Impact Ventures invests growth capital in for-profit companies with scalable solutions to societal and environmental challenges.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lightrock/,ukpc_directory
Lincoln International LLP,,VC/PE,United Kingdom,UK,Professional Services,,Global investment bank focused on the mid-market.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lincoln-international-llp/,ukpc_directory
Linklaters,,VC/PE,United Kingdom,UK,Law Firms,,"Global law firm advising companies, financial institutions, and governments.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/linklaters/,ukpc_directory
Livingbridge EP LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Mid-market private equity firm investing in growing SMEs.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/livingbridge-ep-llp/,ukpc_directory
Lockton Companies LLP,,VC/PE,United Kingdom,UK,Professional Services,,Privately owned independent insurance brokerage firm.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lockton-companies-llp/,ukpc_directory
London Stock Exchange Plc,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/london-stock-exchange-plc/,ukpc_directory
LongRiver Investments,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/longriver-investments/,ukpc_directory
Lote Global Investments,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/lote-global-investments/,ukpc_directory
Love Ventures,,VC/PE,United Kingdom,UK,UK General Partner,,"Love Ventures invests in EIS eligible Technology companies in the Fintech, Proptech and Consumertech sectors from seed to Series A.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/love-ventures/,ukpc_directory
M&G Investments,,VC/PE,United Kingdom,UK,Institutional Investor,,International asset manager with expertise in all asset classes.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mg-investments/,ukpc_directory
Macfarlanes LLP,,VC/PE,United Kingdom,UK,Law Firms,,"London-based law firm advising clients on corporate, commercial, and private matters.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/macfarlanes-llp/,ukpc_directory
Macmillan Cancer Support,,VC/PE,United Kingdom,UK,Impact Investment Fund,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/macmillan-cancer-support/,ukpc_directory
MacTavish Group,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mactavish-group-1/,ukpc_directory
Magnesium Capital,,VC/PE,United Kingdom,UK,First Time Fund Manager,,Magnesium Capital is a London-based Energy Transition-focused private equity firm that advises on investments in fast-growing technology and tech-led businesses that are enabling the shift to a  &#8230;,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/magnesium-capital-1/,ukpc_directory
Main Set,,VC/PE,United Kingdom,UK,First Time Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/main-set-1/,ukpc_directory
Malk Partners,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/malk-partners/,ukpc_directory
Marcena Capital,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/marcena-capital/,ukpc_directory
Marriott Harrison LLP,,VC/PE,United Kingdom,UK,Law Firms,,Marriott Harrison is a multi-practice business law firm providing high-quality advice to clients to ensure they achieve their commercial goals.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/marriott-harrison-llp/,ukpc_directory
Marsh - Private Equity and M&A Practice,,VC/PE,United Kingdom,UK,Professional Services,,Providing private equity and M&A services.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/marsh-private-equity-and-ma-practice/,ukpc_directory
Maven Capital Partners UK LLP,,VC/PE,United Kingdom,UK,UK General Partner,,UK private equity and property manager.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/maven-capital-partners-uk-llp/,ukpc_directory
Mayer Brown International LLP,,VC/PE,United Kingdom,UK,Law Firms,,"Global legal services provider advising clients across the Americas, Asia, Europe and the Middle East.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mayer-brown-international-llp/,ukpc_directory
Mayfair Equity Partners,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mayfair-equity-partners/,ukpc_directory
Mercia Asset Management,,VC/PE,United Kingdom,UK,UK General Partner,,"Mercia is one of the most active regional investors uncovering the hidden value from across the North, Midlands and Scotland.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mercia-asset-management/,ukpc_directory
Mercuri,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mercuri/,ukpc_directory
Metlife,,VC/PE,United Kingdom,UK,Institutional Investor,,"Global provider of life insurance, annuities, employee benefits and asset management.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/metlife/,ukpc_directory
Miras Management Ltd,,VC/PE,United Arab Emirates,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/miras-management-ltd/,ukpc_directory
MMC Ventures Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,"Venture capital firm backing early-stage, high-growth companies.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mmc-ventures-ltd/,ukpc_directory
MML UK Advisor LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Independent firm investing in private businesses.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mml-uk-advisor-llp/,ukpc_directory
Molten Ventures Plc,,VC/PE,United Kingdom,UK,UK General Partner,,"A venture capital investor focused on high-growth technology businesses in the UK, Republic of Ireland and Europe.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/molten-ventures-plc/,ukpc_directory
Montagu Private Equity LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Investors in buyouts of businesses headquartered in Northern Europe.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/montagu-private-equity-llp/,ukpc_directory
Moonfare UK Limited,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/moonfare-uk-limited/,ukpc_directory
Moore Kingston Smith,,VC/PE,United Kingdom,UK,Professional Services,,"Working with small, medium and large clients, we are a multi-disciplinary advisory, tax and audit firm with expertise across multiple sectors, uniquely positioned to help people realise their  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/moore-kingston-smith/,ukpc_directory
"Morgan, Lewis & Bockius UK LLP",,VC/PE,United Kingdom,UK,Law Firms,,Global law firm providing business and commercial services.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/morgan-lewis-bockius-uk-llp/,ukpc_directory
Morrison & Foerster (UK) LLP,,VC/PE,United Kingdom,UK,Law Firms,,Global law firm providing a broad range of services.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/morrison-foerster-uk-llp/,ukpc_directory
Moscar Capital,,VC/PE,United Kingdom,UK,UK General Partner,,"Moscar Capital is a London-based venture capital firm founded in 2018 by Leo Davies and Timothy Marchant.&nbsp; The company&#39;s focus is to grow its new Founder Liquidity Fund, a novel  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/moscar-capital/,ukpc_directory
Mountside Ventures,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mountside-ventures/,ukpc_directory
Mourant,,VC/PE,Jersey,UK,Law Firms,,"Providing offshore legal services in the BVI, the Cayman Islands, Guernsey and Jersey.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mourant/,ukpc_directory
Mubadala Capital,,VC/PE,United Kingdom,UK,Institutional Investor,,"Venture Capital arm of Mubadala Capital, with a €400m European growth fund and a fund-of-fund programme",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mubadala-capital/,ukpc_directory
Mubadala Capital (RS) Limited,,VC/PE,,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mubadala-capital-rs-limited/,ukpc_directory
Mustard Seed Impact Limited,,VC/PE,United Kingdom,UK,Impact Investment Fund,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/mustard-seed-impact-limited/,ukpc_directory
National Grid PLC,,CVC,United Kingdom,UK,Corporate Venture,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/national-grid-plc/,ukpc_directory
National Venture Capital Association (U.S),,VC/PE,United States,UK,Honorary,,Representative association of the U.S. venture capital industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/national-venture-capital-association-us/,ukpc_directory
Nauta Capital,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/nauta-capital/,ukpc_directory
NCM Fund Services Limited,,VC/PE,United Kingdom,UK,Professional Services,,Provider of fund administration services.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ncm-fund-services-limited/,ukpc_directory
Nctm LLP,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/nctm-llp/,ukpc_directory
NESTA,,VC/PE,United Kingdom,UK,Impact Investment Fund,,Charity with a mission to help people and organisations bring great ideas to life.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/nesta/,ukpc_directory
Nesta Trust,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/nesta-trust/,ukpc_directory
Neuberger Berman,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,"Private, independent, employee-owned investment manager.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/neuberger-berman/,ukpc_directory
Nippon Life Global Investors Europe PLC,,VC/PE,United Kingdom,UK,Institutional Investor,,Life insurance company.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/nippon-life-global-investors-europe-plc/,ukpc_directory
Noa,,PE,United Kingdom,UK,Direct Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/noa/,ukpc_directory
Nordic Capital Limited,,VC/PE,Jersey,UK,UK General Partner,,"Investing in Nordic-based companies, Europe's German-speaking countries, and global healthcare companies.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/nordic-capital-limited/,ukpc_directory
NorthEdge Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Lower mid-market private equity firm focused on fast growing businesses headquartered in the North of England.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/northedge-capital-llp/,ukpc_directory
Northern Gritstone,,VC/PE,United Kingdom,UK,Impact Investment Fund,,Northern Gritstone is an independent business that helps amazing people who are living and working in the North of England to create the world-class businesses of tomorrow based on the  &#8230;,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/northern-gritstone/,ukpc_directory
Northleaf Capital Partners,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,"Independent, employee-owned global private markets investor with strong Canadian roots.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/northleaf-capital-partners/,ukpc_directory
Norton Rose Fulbright LLP,,VC/PE,United Kingdom,UK,Law Firms,,Global law firm providing a full business law service.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/norton-rose-fulbright-llp/,ukpc_directory
Norwegian Venture Capital & Private Equity Association (NVCA),,VC/PE,Norway,UK,Honorary,,Supporting companies active in the Norwegian private equity industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/norwegian-venture-capital-private-equity-association-nvca/,ukpc_directory
NVM Private Equity LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Independently owned generalist investor in the UK.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/nvm-private-equity-llp/,ukpc_directory
O'Melveny & Myers LLP,,VC/PE,United Kingdom,UK,Law Firms,,International law firm operating in the world's financial and political centres.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/omelveny-myers-llp/,ukpc_directory
Oakley Capital Limited,,VC/PE,United Kingdom,UK,UK General Partner,,"Mid-market private equity firm investor, primarily investing in the UK and Western Europe.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/oakley-capital-limited/,ukpc_directory
OakNorth Bank PLC,,VC/PE,United Kingdom,UK,Financial Institution,,"OakNorth helps the UK's most ambitious business access the fast, flexible debt finance they need to succeed and scale.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/oaknorth-bank-plc/,ukpc_directory
Ogier,,VC/PE,Jersey,UK,Law Firms,,"Providing legal services on BVI, Cayman, Guernsey, Jersey and Luxembourg law.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ogier/,ukpc_directory
Old College Capital,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/old-college-capital/,ukpc_directory
Omni,,VC/PE,United Kingdom,UK,UK General Partner,,Omni Advisory Limited is a lower middle market private equity firm focused on the UK and Ireland.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/omni/,ukpc_directory
Omniplex (Group) Limited,,VC/PE,United Kingdom,UK,Investee Company,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/omniplex-group-limited/,ukpc_directory
