id,sequence,kind,subjectId,currentRef,currentReferenceClass,currentStatus,replacementTarget,acceptedReferenceClasses,requiredFields,sourceArtifacts,exitCriteria,blocksBom,blocksPublish,action
replace:112:sourcing:112:arc_flash_label_set,112,sourcing,arc_flash_label_set,test-fixture://review-evidence-closure/source/arc_flash_label_set,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:112:arc_flash_label_set with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:113:sourcing:113:protective_earth_bonding_kit,113,sourcing,protective_earth_bonding_kit,test-fixture://review-evidence-closure/source/protective_earth_bonding_kit,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:113:protective_earth_bonding_kit with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:114:sourcing:114:pressure_relief_vent_panel,114,sourcing,pressure_relief_vent_panel,test-fixture://review-evidence-closure/source/pressure_relief_vent_panel,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:114:pressure_relief_vent_panel with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:115:sourcing:115:vent_microswitch,115,sourcing,vent_microswitch,test-fixture://review-evidence-closure/source/vent_microswitch,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:115:vent_microswitch with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:116:sourcing:116:flame_arrestor_mesh,116,sourcing,flame_arrestor_mesh,test-fixture://review-evidence-closure/source/flame_arrestor_mesh,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:116:flame_arrestor_mesh with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:117:sourcing:117:vent_weather_hood,117,sourcing,vent_weather_hood,test-fixture://review-evidence-closure/source/vent_weather_hood,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:117:vent_weather_hood with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:118:sourcing:118:post_event_inspection_tag,118,sourcing,post_event_inspection_tag,test-fixture://review-evidence-closure/source/post_event_inspection_tag,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:118:post_event_inspection_tag with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:119:sourcing:119:container_hvac_unit,119,sourcing,container_hvac_unit,test-fixture://review-evidence-closure/source/container_hvac_unit,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:119:container_hvac_unit with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:120:sourcing:120:air_filter_element,120,sourcing,air_filter_element,test-fixture://review-evidence-closure/source/air_filter_element,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:120:air_filter_element with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:121:sourcing:121:condensate_drain_kit,121,sourcing,condensate_drain_kit,test-fixture://review-evidence-closure/source/condensate_drain_kit,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:121:condensate_drain_kit with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:122:sourcing:122:hvac_controller,122,sourcing,hvac_controller,test-fixture://review-evidence-closure/source/hvac_controller,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:122:hvac_controller with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:123:sourcing:123:intake_louvre,123,sourcing,intake_louvre,test-fixture://review-evidence-closure/source/intake_louvre,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:123:intake_louvre with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:124:sourcing:124:exhaust_louvre,124,sourcing,exhaust_louvre,test-fixture://review-evidence-closure/source/exhaust_louvre,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:124:exhaust_louvre with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:125:sourcing:125:ec_fan_assembly,125,sourcing,ec_fan_assembly,test-fixture://review-evidence-closure/source/ec_fan_assembly,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:125:ec_fan_assembly with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:126:sourcing:126:airflow_baffle,126,sourcing,airflow_baffle,test-fixture://review-evidence-closure/source/airflow_baffle,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:126:airflow_baffle with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:127:sourcing:127:insulation_panel,127,sourcing,insulation_panel,test-fixture://review-evidence-closure/source/insulation_panel,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:127:insulation_panel with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:128:sourcing:128:vapour_barrier_film,128,sourcing,vapour_barrier_film,test-fixture://review-evidence-closure/source/vapour_barrier_film,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:128:vapour_barrier_film with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:129:sourcing:129:thermal_break_strip,129,sourcing,thermal_break_strip,test-fixture://review-evidence-closure/source/thermal_break_strip,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:129:thermal_break_strip with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:130:sourcing:130:seal_gasket_set,130,sourcing,seal_gasket_set,test-fixture://review-evidence-closure/source/seal_gasket_set,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:130:seal_gasket_set with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:131:sourcing:131:dry_cooler_coil,131,sourcing,dry_cooler_coil,test-fixture://review-evidence-closure/source/dry_cooler_coil,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:131:dry_cooler_coil with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:132:sourcing:132:ec_condenser_fan,132,sourcing,ec_condenser_fan,test-fixture://review-evidence-closure/source/ec_condenser_fan,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:132:ec_condenser_fan with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:133:sourcing:133:fan_contactor,133,sourcing,fan_contactor,test-fixture://review-evidence-closure/source/fan_contactor,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:133:fan_contactor with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:134:sourcing:134:coil_guard_grille,134,sourcing,coil_guard_grille,test-fixture://review-evidence-closure/source/coil_guard_grille,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:134:coil_guard_grille with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:135:sourcing:135:drain_safe_condensate_pan,135,sourcing,drain_safe_condensate_pan,test-fixture://review-evidence-closure/source/drain_safe_condensate_pan,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:135:drain_safe_condensate_pan with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:136:sourcing:136:copper_dc_busbar,136,sourcing,copper_dc_busbar,test-fixture://review-evidence-closure/source/copper_dc_busbar,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:136:copper_dc_busbar with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:137:sourcing:137:busbar_support_insulator,137,sourcing,busbar_support_insulator,test-fixture://review-evidence-closure/source/busbar_support_insulator,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:137:busbar_support_insulator with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:138:sourcing:138:busbar_shroud,138,sourcing,busbar_shroud,test-fixture://review-evidence-closure/source/busbar_shroud,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:138:busbar_shroud with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:139:sourcing:139:torque_witness_marker,139,sourcing,torque_witness_marker,test-fixture://review-evidence-closure/source/torque_witness_marker,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:139:torque_witness_marker with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:140:sourcing:140:moulded_case_circuit_breaker,140,sourcing,moulded_case_circuit_breaker,test-fixture://review-evidence-closure/source/moulded_case_circuit_breaker,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:140:moulded_case_circuit_breaker with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:141:sourcing:141:ac_contactor,141,sourcing,ac_contactor,test-fixture://review-evidence-closure/source/ac_contactor,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:141:ac_contactor with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:142:sourcing:142:metering_ct_set,142,sourcing,metering_ct_set,test-fixture://review-evidence-closure/source/metering_ct_set,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:142:metering_ct_set with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:143:sourcing:143:terminal_block_assembly,143,sourcing,terminal_block_assembly,test-fixture://review-evidence-closure/source/terminal_block_assembly,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:143:terminal_block_assembly with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:144:sourcing:144:auxiliary_transformer,144,sourcing,auxiliary_transformer,test-fixture://review-evidence-closure/source/auxiliary_transformer,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:144:auxiliary_transformer with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:145:sourcing:145:24_v_dc_power_supply,145,sourcing,24_v_dc_power_supply,test-fixture://review-evidence-closure/source/24_v_dc_power_supply,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:145:24_v_dc_power_supply with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
replace:146:sourcing:146:miniature_circuit_breaker_bank,146,sourcing,miniature_circuit_breaker_bank,test-fixture://review-evidence-closure/source/miniature_circuit_breaker_bank,protocol_fixture,protocol_fixture,external_supplier_or_catalogue_url,external_url,componentWordId; supplierName; manufacturer; mpn where applicable; unitCostGbp; leadTimeWeeks where stated; sourceGrade; evidence.ref; evidence.quote; retrievedAt,*.sourcing-intake-template.csv; *.sourcing-ledger.csv; *.bom-provenance-manifest.csv; *.evidence-authenticity-gate.csv,"Sourcing record uses a retrievable external supplier or catalogue URL.; BoM provenance manifest marks supplier, manufacturer, MPN, unit cost and lead time as source-backed where claimed.; Evidence Authenticity Gate row becomes accepted_production_evidence.",yes,yes,Replace sourcing:146:miniature_circuit_breaker_bank with source-backed supplier/catalogue evidence before this BoM line can support trusted publication.
