id,kind,subjectId,ref,referenceClass,status,reviewerName,timestamp,sourceGrade,reason,requiredAction
sourcing:172:pump_vfd,sourcing,pump_vfd,test-fixture://review-evidence-closure/source/pump_vfd,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:173:check_valve,sourcing,check_valve,test-fixture://review-evidence-closure/source/check_valve,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:174:isolation_valve,sourcing,isolation_valve,test-fixture://review-evidence-closure/source/isolation_valve,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:175:coolant_filter_housing,sourcing,coolant_filter_housing,test-fixture://review-evidence-closure/source/coolant_filter_housing,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:176:replaceable_filter_cartridge,sourcing,replaceable_filter_cartridge,test-fixture://review-evidence-closure/source/replaceable_filter_cartridge,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:177:glycol_concentration_sensor,sourcing,glycol_concentration_sensor,test-fixture://review-evidence-closure/source/glycol_concentration_sensor,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:178:fill_and_drain_manifold,sourcing,fill_and_drain_manifold,test-fixture://review-evidence-closure/source/fill_and_drain_manifold,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:179:expansion_vessel,sourcing,expansion_vessel,test-fixture://review-evidence-closure/source/expansion_vessel,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:180:automatic_air_vent,sourcing,automatic_air_vent,test-fixture://review-evidence-closure/source/automatic_air_vent,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:181:pressure_relief_valve,sourcing,pressure_relief_valve,test-fixture://review-evidence-closure/source/pressure_relief_valve,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:182:low_pressure_switch,sourcing,low_pressure_switch,test-fixture://review-evidence-closure/source/low_pressure_switch,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:183:plate_heat_exchanger,sourcing,plate_heat_exchanger,test-fixture://review-evidence-closure/source/plate_heat_exchanger,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:184:temperature_balancing_valve,sourcing,temperature_balancing_valve,test-fixture://review-evidence-closure/source/temperature_balancing_valve,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:185:purge_valve_set,sourcing,purge_valve_set,test-fixture://review-evidence-closure/source/purge_valve_set,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:186:service_bypass_loop,sourcing,service_bypass_loop,test-fixture://review-evidence-closure/source/service_bypass_loop,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:187:insulated_hose_set,sourcing,insulated_hose_set,test-fixture://review-evidence-closure/source/insulated_hose_set,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:188:industrial_touchscreen,sourcing,industrial_touchscreen,test-fixture://review-evidence-closure/source/industrial_touchscreen,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:189:panel_pc,sourcing,panel_pc,test-fixture://review-evidence-closure/source/panel_pc,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:190:key_switch,sourcing,key_switch,test-fixture://review-evidence-closure/source/key_switch,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:191:alarm_buzzer_beacon,sourcing,alarm_buzzer_beacon,test-fixture://review-evidence-closure/source/alarm_buzzer_beacon,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:192:high_voltage_warning_label,sourcing,high_voltage_warning_label,test-fixture://review-evidence-closure/source/high_voltage_warning_label,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:193:arc_flash_boundary_label,sourcing,arc_flash_boundary_label,test-fixture://review-evidence-closure/source/arc_flash_boundary_label,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:194:fire_suppression_instruction_placard,sourcing,fire_suppression_instruction_placard,test-fixture://review-evidence-closure/source/fire_suppression_instruction_placard,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:195:asset_qr_label,sourcing,asset_qr_label,test-fixture://review-evidence-closure/source/asset_qr_label,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:196:laminated_isolation_checklist,sourcing,laminated_isolation_checklist,test-fixture://review-evidence-closure/source/laminated_isolation_checklist,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:197:inspection_log_holder,sourcing,inspection_log_holder,test-fixture://review-evidence-closure/source/inspection_log_holder,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:198:status_stack_light,sourcing,status_stack_light,test-fixture://review-evidence-closure/source/status_stack_light,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:199:manual_reset_station,sourcing,manual_reset_station,test-fixture://review-evidence-closure/source/manual_reset_station,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:200:operator_notification_relay,sourcing,operator_notification_relay,test-fixture://review-evidence-closure/source/operator_notification_relay,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:201:sms_alarm_output_module,sourcing,sms_alarm_output_module,test-fixture://review-evidence-closure/source/sms_alarm_output_module,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:202:alarm_acknowledgement_button,sourcing,alarm_acknowledgement_button,test-fixture://review-evidence-closure/source/alarm_acknowledgement_button,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:203:escalation_contact_label,sourcing,escalation_contact_label,test-fixture://review-evidence-closure/source/escalation_contact_label,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
sourcing:204:remote_reset_inhibit_relay,sourcing,remote_reset_inhibit_relay,test-fixture://review-evidence-closure/source/remote_reset_inhibit_relay,protocol_fixture,protocol_fixture,,2026-05-17T11:40:00.000+01:00,priced,source evidence is a protocol fixture and proves mechanics only.,Replace protocol or non-external BoM evidence with a retrievable supplier/catalogue URL and refreshed timestamp.
verification:1:design_review:energy_storage_source,verification,design_review:energy_storage_source,test-fixture://review-evidence-closure/review/design_review:energy_storage_source,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:2:calculation:energy_storage_source,verification,calculation:energy_storage_source,test-fixture://review-evidence-closure/review/calculation:energy_storage_source,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:3:design_review:energy_conversion_transduction,verification,design_review:energy_conversion_transduction,test-fixture://review-evidence-closure/review/design_review:energy_conversion_transduction,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:4:calculation:energy_conversion_transduction,verification,calculation:energy_conversion_transduction,test-fixture://review-evidence-closure/review/calculation:energy_conversion_transduction,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:5:design_review:structure_containment,verification,design_review:structure_containment,test-fixture://review-evidence-closure/review/design_review:structure_containment,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:6:calculation:structure_containment,verification,calculation:structure_containment,test-fixture://review-evidence-closure/review/calculation:structure_containment,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:7:design_review:sensing_instrumentation,verification,design_review:sensing_instrumentation,test-fixture://review-evidence-closure/review/design_review:sensing_instrumentation,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:8:design_review:control_compute_communication,verification,design_review:control_compute_communication,test-fixture://review-evidence-closure/review/design_review:control_compute_communication,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:9:calculation:control_compute_communication,verification,calculation:control_compute_communication,test-fixture://review-evidence-closure/review/calculation:control_compute_communication,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:10:design_review:safety_protection,verification,design_review:safety_protection,test-fixture://review-evidence-closure/review/design_review:safety_protection,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:11:design_review:environmental_interface,verification,design_review:environmental_interface,test-fixture://review-evidence-closure/review/design_review:environmental_interface,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:12:design_review:power_distribution,verification,design_review:power_distribution,test-fixture://review-evidence-closure/review/design_review:power_distribution,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:13:calculation:power_distribution,verification,calculation:power_distribution,test-fixture://review-evidence-closure/review/calculation:power_distribution,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:14:design_review:maintenance_serviceability,verification,design_review:maintenance_serviceability,test-fixture://review-evidence-closure/review/design_review:maintenance_serviceability,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:15:calculation:maintenance_serviceability,verification,calculation:maintenance_serviceability,test-fixture://review-evidence-closure/review/calculation:maintenance_serviceability,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:16:design_review:mass_fluid_transport_process,verification,design_review:mass_fluid_transport_process,test-fixture://review-evidence-closure/review/design_review:mass_fluid_transport_process,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:17:design_review:hmi_ergonomics,verification,design_review:hmi_ergonomics,test-fixture://review-evidence-closure/review/design_review:hmi_ergonomics,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:18:interface_review:energy_storage_source:energy_conversion_transduction:dc_bus,verification,interface_review:energy_storage_source:energy_conversion_transduction:dc_bus,test-fixture://review-evidence-closure/review/interface_review:energy_storage_source:energy_conversion_transduction:dc_bus,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:19:interface_review:energy_storage_source:environmental_interface:thermal_loop,verification,interface_review:energy_storage_source:environmental_interface:thermal_loop,test-fixture://review-evidence-closure/review/interface_review:energy_storage_source:environmental_interface:thermal_loop,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:20:interface_review:energy_storage_source:control_compute_communication:bms_network,verification,interface_review:energy_storage_source:control_compute_communication:bms_network,test-fixture://review-evidence-closure/review/interface_review:energy_storage_source:control_compute_communication:bms_network,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:21:compliance_review:IEC-62619,verification,compliance_review:IEC-62619,test-fixture://review-evidence-closure/review/compliance_review:IEC-62619,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:22:compliance_review:UL-9540A,verification,compliance_review:UL-9540A,test-fixture://review-evidence-closure/review/compliance_review:UL-9540A,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:23:compliance_review:G99,verification,compliance_review:G99,test-fixture://review-evidence-closure/review/compliance_review:G99,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:24:risk_review:1,verification,risk_review:1,test-fixture://review-evidence-closure/review/risk_review:1,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
verification:25:risk_review:2,verification,risk_review:2,test-fixture://review-evidence-closure/review/risk_review:2,protocol_fixture,protocol_fixture,Protocol Evidence Reviewer,2026-05-17T11:40:00.000+01:00,,reviewer evidence is a protocol fixture and proves mechanics only.,Replace protocol reviewer fixtures with named reviewer signoff evidence and a retrievable evidence reference.
